ngan_hang,rate12,updated_at_vn,updated_at_webgia
BIDV,5.2,2026-02-08 05:14:08,2026-02-07 18:50:23
GPBank,5.2,2026-02-08 05:14:08,2026-02-07 18:50:23
Hong Leong,4.6,2026-02-08 05:14:08,2026-02-07 18:50:23
Indovina,5.8,2026-02-08 05:14:08,2026-02-07 18:50:23
Kiên Long,5.5,2026-02-08 05:14:08,2026-02-07 18:50:23
MSB,5.3,2026-02-08 05:14:08,2026-02-07 18:50:23
MB,4.85,2026-02-08 05:14:08,2026-02-07 18:50:23
OCB,6.5,2026-02-08 05:14:08,2026-02-07 18:50:23
oceanbank,5.7,2026-02-08 05:14:08,2026-02-07 18:50:23
PGBank,7.2,2026-02-08 05:14:08,2026-02-07 18:50:23
PublicBank,6.2,2026-02-08 05:14:08,2026-02-07 18:50:23
PVcomBank,9.0,2026-02-08 05:14:08,2026-02-07 18:50:23
Saigonbank,6.3,2026-02-08 05:14:08,2026-02-07 18:50:23
SCB,3.7,2026-02-08 05:14:08,2026-02-07 18:50:23
SeABank,4.5,2026-02-08 05:14:08,2026-02-07 18:50:23
VCBNeo,5.3,2026-02-08 05:14:08,2026-02-07 18:50:23
VietCapitalBank,6.45,2026-02-08 05:14:08,2026-02-07 18:50:23
Vietcombank,4.6,2026-02-08 05:14:08,2026-02-07 18:50:23
VietinBank,5.2,2026-02-08 05:14:08,2026-02-07 18:50:23
VPBank,5.8,2026-02-08 05:14:08,2026-02-07 18:50:23
VRB,6.2,2026-02-08 05:14:08,2026-02-07 18:50:23
Agribank,4.7,2026-02-08 05:51:21,2026-02-07 18:50:23
Bắc Á,6.85,2026-02-08 05:51:21,2026-02-07 18:50:23
Bảo Việt,5.8,2026-02-08 05:51:21,2026-02-07 18:50:23
BIDV,5.2,2026-02-08 05:51:21,2026-02-07 18:50:23
GPBank,5.2,2026-02-08 05:51:21,2026-02-07 18:50:23
Hong Leong,4.6,2026-02-08 05:51:21,2026-02-07 18:50:23
Indovina,5.8,2026-02-08 05:51:21,2026-02-07 18:50:23
Kiên Long,5.5,2026-02-08 05:51:21,2026-02-07 18:50:23
MSB,5.3,2026-02-08 05:51:21,2026-02-07 18:50:23
MB,4.85,2026-02-08 05:51:21,2026-02-07 18:50:23
OCB,6.5,2026-02-08 05:51:21,2026-02-07 18:50:23
oceanbank,5.7,2026-02-08 05:51:21,2026-02-07 18:50:23
PGBank,7.2,2026-02-08 05:51:21,2026-02-07 18:50:23
PublicBank,6.2,2026-02-08 05:51:21,2026-02-07 18:50:23
PVcomBank,9.0,2026-02-08 05:51:21,2026-02-07 18:50:23
Saigonbank,6.3,2026-02-08 05:51:21,2026-02-07 18:50:23
SCB,3.7,2026-02-08 05:51:21,2026-02-07 18:50:23
SeABank,4.5,2026-02-08 05:51:21,2026-02-07 18:50:23
VCBNeo,5.3,2026-02-08 05:51:21,2026-02-07 18:50:23
VietCapitalBank,6.45,2026-02-08 05:51:21,2026-02-07 18:50:23
Vietcombank,4.6,2026-02-08 05:51:21,2026-02-07 18:50:23
VietinBank,5.2,2026-02-08 05:51:21,2026-02-07 18:50:23
VPBank,5.8,2026-02-08 05:51:21,2026-02-07 18:50:23
VRB,6.2,2026-02-08 05:51:21,2026-02-07 18:50:23
Agribank,4.7,2026-02-08 06:17:34,2026-02-07 18:50:23
Bắc Á,6.85,2026-02-08 06:17:34,2026-02-07 18:50:23
Bảo Việt,5.8,2026-02-08 06:17:34,2026-02-07 18:50:23
BIDV,5.2,2026-02-08 06:17:34,2026-02-07 18:50:23
GPBank,5.2,2026-02-08 06:17:34,2026-02-07 18:50:23
Hong Leong,4.6,2026-02-08 06:17:34,2026-02-07 18:50:23
Indovina,5.8,2026-02-08 06:17:34,2026-02-07 18:50:23
Kiên Long,5.5,2026-02-08 06:17:34,2026-02-07 18:50:23
MSB,5.3,2026-02-08 06:17:34,2026-02-07 18:50:23
MB,4.85,2026-02-08 06:17:34,2026-02-07 18:50:23
OCB,6.5,2026-02-08 06:17:34,2026-02-07 18:50:23
oceanbank,5.7,2026-02-08 06:17:34,2026-02-07 18:50:23
PGBank,7.2,2026-02-08 06:17:34,2026-02-07 18:50:23
PublicBank,6.2,2026-02-08 06:17:34,2026-02-07 18:50:23
PVcomBank,9.0,2026-02-08 06:17:34,2026-02-07 18:50:23
Saigonbank,6.3,2026-02-08 06:17:34,2026-02-07 18:50:23
SCB,3.7,2026-02-08 06:17:34,2026-02-07 18:50:23
SeABank,4.5,2026-02-08 06:17:34,2026-02-07 18:50:23
VCBNeo,5.3,2026-02-08 06:17:34,2026-02-07 18:50:23
VietCapitalBank,6.45,2026-02-08 06:17:34,2026-02-07 18:50:23
Vietcombank,4.6,2026-02-08 06:17:34,2026-02-07 18:50:23
VietinBank,5.2,2026-02-08 06:17:34,2026-02-07 18:50:23
VPBank,5.8,2026-02-08 06:17:34,2026-02-07 18:50:23
VRB,6.2,2026-02-08 06:17:34,2026-02-07 18:50:23
Agribank,4.7,2026-02-08 06:52:43,2026-02-07 18:50:23
Bắc Á,6.85,2026-02-08 06:52:43,2026-02-07 18:50:23
Bảo Việt,5.8,2026-02-08 06:52:43,2026-02-07 18:50:23
BIDV,5.2,2026-02-08 06:52:43,2026-02-07 18:50:23
GPBank,5.2,2026-02-08 06:52:43,2026-02-07 18:50:23
Hong Leong,4.6,2026-02-08 06:52:43,2026-02-07 18:50:23
Indovina,5.8,2026-02-08 06:52:43,2026-02-07 18:50:23
Kiên Long,5.5,2026-02-08 06:52:43,2026-02-07 18:50:23
MSB,5.3,2026-02-08 06:52:43,2026-02-07 18:50:23
MB,4.85,2026-02-08 06:52:43,2026-02-07 18:50:23
OCB,6.5,2026-02-08 06:52:43,2026-02-07 18:50:23
oceanbank,5.7,2026-02-08 06:52:43,2026-02-07 18:50:23
PGBank,7.2,2026-02-08 06:52:43,2026-02-07 18:50:23
PublicBank,6.2,2026-02-08 06:52:43,2026-02-07 18:50:23
PVcomBank,9.0,2026-02-08 06:52:43,2026-02-07 18:50:23
Saigonbank,6.3,2026-02-08 06:52:43,2026-02-07 18:50:23
SCB,3.7,2026-02-08 06:52:43,2026-02-07 18:50:23
SeABank,4.5,2026-02-08 06:52:43,2026-02-07 18:50:23
VCBNeo,5.3,2026-02-08 06:52:43,2026-02-07 18:50:23
VietCapitalBank,6.45,2026-02-08 06:52:43,2026-02-07 18:50:23
Vietcombank,4.6,2026-02-08 06:52:43,2026-02-07 18:50:23
VietinBank,5.2,2026-02-08 06:52:43,2026-02-07 18:50:23
VPBank,5.8,2026-02-08 06:52:43,2026-02-07 18:50:23
VRB,6.2,2026-02-08 06:52:43,2026-02-07 18:50:23
Agribank,4.7,2026-02-08 08:18:24,2026-02-08 08:10:23
Bắc Á,6.85,2026-02-08 08:18:24,2026-02-08 08:10:23
Bảo Việt,5.8,2026-02-08 08:18:24,2026-02-08 08:10:23
BIDV,5.2,2026-02-08 08:18:24,2026-02-08 08:10:23
GPBank,5.2,2026-02-08 08:18:24,2026-02-08 08:10:23
Hong Leong,4.6,2026-02-08 08:18:24,2026-02-08 08:10:23
Indovina,5.8,2026-02-08 08:18:24,2026-02-08 08:10:23
Kiên Long,5.5,2026-02-08 08:18:24,2026-02-08 08:10:23
MSB,5.3,2026-02-08 08:18:24,2026-02-08 08:10:23
MB,4.85,2026-02-08 08:18:24,2026-02-08 08:10:23
OCB,6.5,2026-02-08 08:18:24,2026-02-08 08:10:23
oceanbank,5.7,2026-02-08 08:18:24,2026-02-08 08:10:23
PGBank,7.2,2026-02-08 08:18:24,2026-02-08 08:10:23
PublicBank,6.2,2026-02-08 08:18:24,2026-02-08 08:10:23
PVcomBank,9.0,2026-02-08 08:18:24,2026-02-08 08:10:23
Saigonbank,6.3,2026-02-08 08:18:24,2026-02-08 08:10:23
SCB,3.7,2026-02-08 08:18:24,2026-02-08 08:10:23
SeABank,4.5,2026-02-08 08:18:24,2026-02-08 08:10:23
VCBNeo,5.3,2026-02-08 08:18:24,2026-02-08 08:10:23
VietCapitalBank,6.45,2026-02-08 08:18:24,2026-02-08 08:10:23
Vietcombank,4.6,2026-02-08 08:18:24,2026-02-08 08:10:23
VietinBank,5.2,2026-02-08 08:18:24,2026-02-08 08:10:23
VPBank,5.8,2026-02-08 08:18:24,2026-02-08 08:10:23
VRB,6.2,2026-02-08 08:18:24,2026-02-08 08:10:23
Agribank,4.7,2026-02-08 11:12:24,2026-02-08 11:10:23
Bắc Á,6.85,2026-02-08 11:12:24,2026-02-08 11:10:23
Bảo Việt,5.8,2026-02-08 11:12:24,2026-02-08 11:10:23
BIDV,5.2,2026-02-08 11:12:24,2026-02-08 11:10:23
GPBank,5.2,2026-02-08 11:12:24,2026-02-08 11:10:23
Hong Leong,4.6,2026-02-08 11:12:24,2026-02-08 11:10:23
Indovina,5.8,2026-02-08 11:12:24,2026-02-08 11:10:23
Kiên Long,5.5,2026-02-08 11:12:24,2026-02-08 11:10:23
MSB,5.3,2026-02-08 11:12:24,2026-02-08 11:10:23
MB,4.85,2026-02-08 11:12:24,2026-02-08 11:10:23
OCB,6.5,2026-02-08 11:12:24,2026-02-08 11:10:23
oceanbank,5.7,2026-02-08 11:12:24,2026-02-08 11:10:23
PGBank,7.2,2026-02-08 11:12:24,2026-02-08 11:10:23
PublicBank,6.2,2026-02-08 11:12:24,2026-02-08 11:10:23
PVcomBank,9.0,2026-02-08 11:12:24,2026-02-08 11:10:23
Saigonbank,6.3,2026-02-08 11:12:24,2026-02-08 11:10:23
SCB,3.7,2026-02-08 11:12:24,2026-02-08 11:10:23
SeABank,4.5,2026-02-08 11:12:24,2026-02-08 11:10:23
VCBNeo,5.3,2026-02-08 11:12:24,2026-02-08 11:10:23
VietCapitalBank,6.45,2026-02-08 11:12:24,2026-02-08 11:10:23
Vietcombank,4.6,2026-02-08 11:12:24,2026-02-08 11:10:23
VietinBank,5.2,2026-02-08 11:12:24,2026-02-08 11:10:23
VPBank,5.8,2026-02-08 11:12:24,2026-02-08 11:10:23
VRB,6.2,2026-02-08 11:12:24,2026-02-08 11:10:23
Agribank,4.7,2026-02-08 12:44:20,2026-02-08 12:40:23
Bắc Á,6.85,2026-02-08 12:44:20,2026-02-08 12:40:23
Bảo Việt,5.8,2026-02-08 12:44:20,2026-02-08 12:40:23
BIDV,5.2,2026-02-08 12:44:20,2026-02-08 12:40:23
GPBank,5.2,2026-02-08 12:44:20,2026-02-08 12:40:23
Hong Leong,4.6,2026-02-08 12:44:20,2026-02-08 12:40:23
Indovina,5.8,2026-02-08 12:44:20,2026-02-08 12:40:23
Kiên Long,5.5,2026-02-08 12:44:20,2026-02-08 12:40:23
MSB,5.3,2026-02-08 12:44:20,2026-02-08 12:40:23
MB,4.85,2026-02-08 12:44:20,2026-02-08 12:40:23
OCB,6.5,2026-02-08 12:44:20,2026-02-08 12:40:23
oceanbank,5.7,2026-02-08 12:44:20,2026-02-08 12:40:23
PGBank,7.2,2026-02-08 12:44:20,2026-02-08 12:40:23
PublicBank,6.2,2026-02-08 12:44:20,2026-02-08 12:40:23
PVcomBank,9.0,2026-02-08 12:44:20,2026-02-08 12:40:23
Saigonbank,6.3,2026-02-08 12:44:20,2026-02-08 12:40:23
SCB,3.7,2026-02-08 12:44:20,2026-02-08 12:40:23
SeABank,4.5,2026-02-08 12:44:20,2026-02-08 12:40:23
VCBNeo,5.3,2026-02-08 12:44:20,2026-02-08 12:40:23
VietCapitalBank,6.45,2026-02-08 12:44:20,2026-02-08 12:40:23
Vietcombank,4.6,2026-02-08 12:44:20,2026-02-08 12:40:23
VietinBank,5.2,2026-02-08 12:44:20,2026-02-08 12:40:23
VPBank,5.8,2026-02-08 12:44:20,2026-02-08 12:40:23
VRB,6.2,2026-02-08 12:44:20,2026-02-08 12:40:23
Agribank,4.7,2026-02-08 13:36:07,2026-02-08 13:30:23
Bắc Á,6.85,2026-02-08 13:36:07,2026-02-08 13:30:23
Bảo Việt,5.8,2026-02-08 13:36:07,2026-02-08 13:30:23
BIDV,5.2,2026-02-08 13:36:07,2026-02-08 13:30:23
GPBank,5.2,2026-02-08 13:36:07,2026-02-08 13:30:23
Hong Leong,4.6,2026-02-08 13:36:07,2026-02-08 13:30:23
Indovina,5.8,2026-02-08 13:36:07,2026-02-08 13:30:23
Kiên Long,5.5,2026-02-08 13:36:07,2026-02-08 13:30:23
MSB,5.3,2026-02-08 13:36:07,2026-02-08 13:30:23
MB,4.85,2026-02-08 13:36:07,2026-02-08 13:30:23
OCB,6.5,2026-02-08 13:36:07,2026-02-08 13:30:23
oceanbank,5.7,2026-02-08 13:36:07,2026-02-08 13:30:23
PGBank,7.2,2026-02-08 13:36:07,2026-02-08 13:30:23
PublicBank,6.2,2026-02-08 13:36:07,2026-02-08 13:30:23
PVcomBank,9.0,2026-02-08 13:36:07,2026-02-08 13:30:23
Saigonbank,6.3,2026-02-08 13:36:07,2026-02-08 13:30:23
SCB,3.7,2026-02-08 13:36:07,2026-02-08 13:30:23
SeABank,4.5,2026-02-08 13:36:07,2026-02-08 13:30:23
VCBNeo,5.3,2026-02-08 13:36:07,2026-02-08 13:30:23
VietCapitalBank,6.45,2026-02-08 13:36:07,2026-02-08 13:30:23
Vietcombank,4.6,2026-02-08 13:36:07,2026-02-08 13:30:23
VietinBank,5.2,2026-02-08 13:36:07,2026-02-08 13:30:23
VPBank,5.8,2026-02-08 13:36:07,2026-02-08 13:30:23
VRB,6.2,2026-02-08 13:36:07,2026-02-08 13:30:23
Agribank,4.7,2026-02-08 14:31:38,2026-02-08 14:30:23
Bắc Á,6.85,2026-02-08 14:31:38,2026-02-08 14:30:23
Bảo Việt,5.8,2026-02-08 14:31:38,2026-02-08 14:30:23
BIDV,5.2,2026-02-08 14:31:38,2026-02-08 14:30:23
GPBank,5.2,2026-02-08 14:31:38,2026-02-08 14:30:23
Hong Leong,4.6,2026-02-08 14:31:38,2026-02-08 14:30:23
Indovina,5.8,2026-02-08 14:31:38,2026-02-08 14:30:23
Kiên Long,5.5,2026-02-08 14:31:38,2026-02-08 14:30:23
MSB,5.3,2026-02-08 14:31:38,2026-02-08 14:30:23
MB,4.85,2026-02-08 14:31:38,2026-02-08 14:30:23
OCB,6.5,2026-02-08 14:31:38,2026-02-08 14:30:23
oceanbank,5.7,2026-02-08 14:31:38,2026-02-08 14:30:23
PGBank,7.2,2026-02-08 14:31:38,2026-02-08 14:30:23
PublicBank,6.2,2026-02-08 14:31:38,2026-02-08 14:30:23
PVcomBank,9.0,2026-02-08 14:31:38,2026-02-08 14:30:23
Saigonbank,6.3,2026-02-08 14:31:38,2026-02-08 14:30:23
SCB,3.7,2026-02-08 14:31:38,2026-02-08 14:30:23
SeABank,4.5,2026-02-08 14:31:38,2026-02-08 14:30:23
VCBNeo,5.3,2026-02-08 14:31:38,2026-02-08 14:30:23
VietCapitalBank,6.45,2026-02-08 14:31:38,2026-02-08 14:30:23
Vietcombank,4.6,2026-02-08 14:31:38,2026-02-08 14:30:23
VietinBank,5.2,2026-02-08 14:31:38,2026-02-08 14:30:23
VPBank,5.8,2026-02-08 14:31:38,2026-02-08 14:30:23
VRB,6.2,2026-02-08 14:31:38,2026-02-08 14:30:23
Agribank,4.7,2026-02-08 15:19:21,2026-02-08 15:10:23
Bắc Á,6.85,2026-02-08 15:19:21,2026-02-08 15:10:23
Bảo Việt,5.8,2026-02-08 15:19:21,2026-02-08 15:10:23
BIDV,5.2,2026-02-08 15:19:21,2026-02-08 15:10:23
GPBank,5.2,2026-02-08 15:19:21,2026-02-08 15:10:23
Hong Leong,4.6,2026-02-08 15:19:21,2026-02-08 15:10:23
Indovina,5.8,2026-02-08 15:19:21,2026-02-08 15:10:23
Kiên Long,5.5,2026-02-08 15:19:21,2026-02-08 15:10:23
MSB,5.3,2026-02-08 15:19:21,2026-02-08 15:10:23
MB,4.85,2026-02-08 15:19:21,2026-02-08 15:10:23
OCB,6.5,2026-02-08 15:19:21,2026-02-08 15:10:23
oceanbank,5.7,2026-02-08 15:19:21,2026-02-08 15:10:23
PGBank,7.2,2026-02-08 15:19:21,2026-02-08 15:10:23
PublicBank,6.2,2026-02-08 15:19:21,2026-02-08 15:10:23
PVcomBank,9.0,2026-02-08 15:19:21,2026-02-08 15:10:23
Saigonbank,6.3,2026-02-08 15:19:21,2026-02-08 15:10:23
SCB,3.7,2026-02-08 15:19:21,2026-02-08 15:10:23
SeABank,4.5,2026-02-08 15:19:21,2026-02-08 15:10:23
VCBNeo,5.3,2026-02-08 15:19:21,2026-02-08 15:10:23
VietCapitalBank,6.45,2026-02-08 15:19:21,2026-02-08 15:10:23
Vietcombank,4.6,2026-02-08 15:19:21,2026-02-08 15:10:23
VietinBank,5.2,2026-02-08 15:19:21,2026-02-08 15:10:23
VPBank,5.8,2026-02-08 15:19:21,2026-02-08 15:10:23
VRB,6.2,2026-02-08 15:19:21,2026-02-08 15:10:23
Agribank,4.7,2026-02-08 15:54:09,2026-02-08 15:50:23
Bắc Á,6.85,2026-02-08 15:54:09,2026-02-08 15:50:23
Bảo Việt,5.8,2026-02-08 15:54:09,2026-02-08 15:50:23
BIDV,5.2,2026-02-08 15:54:09,2026-02-08 15:50:23
GPBank,5.2,2026-02-08 15:54:09,2026-02-08 15:50:23
Hong Leong,4.6,2026-02-08 15:54:09,2026-02-08 15:50:23
Indovina,5.8,2026-02-08 15:54:09,2026-02-08 15:50:23
Kiên Long,5.5,2026-02-08 15:54:09,2026-02-08 15:50:23
MSB,5.3,2026-02-08 15:54:09,2026-02-08 15:50:23
MB,4.85,2026-02-08 15:54:09,2026-02-08 15:50:23
OCB,6.5,2026-02-08 15:54:09,2026-02-08 15:50:23
oceanbank,5.7,2026-02-08 15:54:09,2026-02-08 15:50:23
PGBank,7.2,2026-02-08 15:54:09,2026-02-08 15:50:23
PublicBank,6.2,2026-02-08 15:54:09,2026-02-08 15:50:23
PVcomBank,9.0,2026-02-08 15:54:09,2026-02-08 15:50:23
Saigonbank,6.3,2026-02-08 15:54:09,2026-02-08 15:50:23
SCB,3.7,2026-02-08 15:54:09,2026-02-08 15:50:23
SeABank,4.5,2026-02-08 15:54:09,2026-02-08 15:50:23
VCBNeo,5.3,2026-02-08 15:54:09,2026-02-08 15:50:23
VietCapitalBank,6.45,2026-02-08 15:54:09,2026-02-08 15:50:23
Vietcombank,4.6,2026-02-08 15:54:09,2026-02-08 15:50:23
VietinBank,5.2,2026-02-08 15:54:09,2026-02-08 15:50:23
VPBank,5.8,2026-02-08 15:54:09,2026-02-08 15:50:23
VRB,6.2,2026-02-08 15:54:09,2026-02-08 15:50:23
Agribank,4.7,2026-02-08 16:19:21,2026-02-08 16:10:23
Bắc Á,6.85,2026-02-08 16:19:21,2026-02-08 16:10:23
Bảo Việt,5.8,2026-02-08 16:19:21,2026-02-08 16:10:23
BIDV,5.2,2026-02-08 16:19:21,2026-02-08 16:10:23
GPBank,5.2,2026-02-08 16:19:21,2026-02-08 16:10:23
Hong Leong,4.6,2026-02-08 16:19:21,2026-02-08 16:10:23
Indovina,5.8,2026-02-08 16:19:21,2026-02-08 16:10:23
Kiên Long,5.5,2026-02-08 16:19:21,2026-02-08 16:10:23
MSB,5.3,2026-02-08 16:19:21,2026-02-08 16:10:23
MB,4.85,2026-02-08 16:19:21,2026-02-08 16:10:23
OCB,6.5,2026-02-08 16:19:21,2026-02-08 16:10:23
oceanbank,5.7,2026-02-08 16:19:21,2026-02-08 16:10:23
PGBank,7.2,2026-02-08 16:19:21,2026-02-08 16:10:23
PublicBank,6.2,2026-02-08 16:19:21,2026-02-08 16:10:23
PVcomBank,9.0,2026-02-08 16:19:21,2026-02-08 16:10:23
Saigonbank,6.3,2026-02-08 16:19:21,2026-02-08 16:10:23
SCB,3.7,2026-02-08 16:19:21,2026-02-08 16:10:23
SeABank,4.5,2026-02-08 16:19:21,2026-02-08 16:10:23
VCBNeo,5.3,2026-02-08 16:19:21,2026-02-08 16:10:23
VietCapitalBank,6.45,2026-02-08 16:19:21,2026-02-08 16:10:23
Vietcombank,4.6,2026-02-08 16:19:21,2026-02-08 16:10:23
VietinBank,5.2,2026-02-08 16:19:21,2026-02-08 16:10:23
VPBank,5.8,2026-02-08 16:19:21,2026-02-08 16:10:23
VRB,6.2,2026-02-08 16:19:21,2026-02-08 16:10:23
Agribank,4.7,2026-02-08 16:50:59,2026-02-08 16:50:23
Bắc Á,6.85,2026-02-08 16:50:59,2026-02-08 16:50:23
Bảo Việt,5.8,2026-02-08 16:50:59,2026-02-08 16:50:23
BIDV,5.2,2026-02-08 16:50:59,2026-02-08 16:50:23
GPBank,5.2,2026-02-08 16:50:59,2026-02-08 16:50:23
Hong Leong,4.6,2026-02-08 16:50:59,2026-02-08 16:50:23
Indovina,5.8,2026-02-08 16:50:59,2026-02-08 16:50:23
Kiên Long,5.5,2026-02-08 16:50:59,2026-02-08 16:50:23
MSB,5.3,2026-02-08 16:50:59,2026-02-08 16:50:23
MB,4.85,2026-02-08 16:50:59,2026-02-08 16:50:23
OCB,6.5,2026-02-08 16:50:59,2026-02-08 16:50:23
oceanbank,5.7,2026-02-08 16:50:59,2026-02-08 16:50:23
PGBank,7.2,2026-02-08 16:50:59,2026-02-08 16:50:23
PublicBank,6.2,2026-02-08 16:50:59,2026-02-08 16:50:23
PVcomBank,9.0,2026-02-08 16:50:59,2026-02-08 16:50:23
Saigonbank,6.3,2026-02-08 16:50:59,2026-02-08 16:50:23
SCB,3.7,2026-02-08 16:50:59,2026-02-08 16:50:23
SeABank,4.5,2026-02-08 16:50:59,2026-02-08 16:50:23
VCBNeo,5.3,2026-02-08 16:50:59,2026-02-08 16:50:23
VietCapitalBank,6.45,2026-02-08 16:50:59,2026-02-08 16:50:23
Vietcombank,4.6,2026-02-08 16:50:59,2026-02-08 16:50:23
VietinBank,5.2,2026-02-08 16:50:59,2026-02-08 16:50:23
VPBank,5.8,2026-02-08 16:50:59,2026-02-08 16:50:23
VRB,6.2,2026-02-08 16:50:59,2026-02-08 16:50:23
Agribank,4.7,2026-02-08 17:14:14,2026-02-08 17:10:23
Bắc Á,6.85,2026-02-08 17:14:14,2026-02-08 17:10:23
Bảo Việt,5.8,2026-02-08 17:14:14,2026-02-08 17:10:23
BIDV,5.2,2026-02-08 17:14:14,2026-02-08 17:10:23
GPBank,5.2,2026-02-08 17:14:14,2026-02-08 17:10:23
Hong Leong,4.6,2026-02-08 17:14:14,2026-02-08 17:10:23
Indovina,5.8,2026-02-08 17:14:14,2026-02-08 17:10:23
Kiên Long,5.5,2026-02-08 17:14:14,2026-02-08 17:10:23
MSB,5.3,2026-02-08 17:14:14,2026-02-08 17:10:23
MB,4.85,2026-02-08 17:14:14,2026-02-08 17:10:23
OCB,6.5,2026-02-08 17:14:14,2026-02-08 17:10:23
oceanbank,5.7,2026-02-08 17:14:14,2026-02-08 17:10:23
PGBank,7.2,2026-02-08 17:14:14,2026-02-08 17:10:23
PublicBank,6.2,2026-02-08 17:14:14,2026-02-08 17:10:23
PVcomBank,9.0,2026-02-08 17:14:14,2026-02-08 17:10:23
Saigonbank,6.3,2026-02-08 17:14:14,2026-02-08 17:10:23
SCB,3.7,2026-02-08 17:14:14,2026-02-08 17:10:23
SeABank,4.5,2026-02-08 17:14:14,2026-02-08 17:10:23
VCBNeo,5.3,2026-02-08 17:14:14,2026-02-08 17:10:23
VietCapitalBank,6.45,2026-02-08 17:14:14,2026-02-08 17:10:23
Vietcombank,4.6,2026-02-08 17:14:14,2026-02-08 17:10:23
VietinBank,5.2,2026-02-08 17:14:14,2026-02-08 17:10:23
VPBank,5.8,2026-02-08 17:14:14,2026-02-08 17:10:23
VRB,6.2,2026-02-08 17:14:14,2026-02-08 17:10:23
Agribank,4.7,2026-02-08 17:52:31,2026-02-08 17:50:23
Bắc Á,6.85,2026-02-08 17:52:31,2026-02-08 17:50:23
Bảo Việt,5.8,2026-02-08 17:52:31,2026-02-08 17:50:23
BIDV,5.2,2026-02-08 17:52:31,2026-02-08 17:50:23
GPBank,5.2,2026-02-08 17:52:31,2026-02-08 17:50:23
Hong Leong,4.6,2026-02-08 17:52:31,2026-02-08 17:50:23
Indovina,5.8,2026-02-08 17:52:31,2026-02-08 17:50:23
Kiên Long,5.5,2026-02-08 17:52:31,2026-02-08 17:50:23
MSB,5.3,2026-02-08 17:52:31,2026-02-08 17:50:23
MB,4.85,2026-02-08 17:52:31,2026-02-08 17:50:23
OCB,6.5,2026-02-08 17:52:31,2026-02-08 17:50:23
oceanbank,5.7,2026-02-08 17:52:31,2026-02-08 17:50:23
PGBank,7.2,2026-02-08 17:52:31,2026-02-08 17:50:23
PublicBank,6.2,2026-02-08 17:52:31,2026-02-08 17:50:23
PVcomBank,9.0,2026-02-08 17:52:31,2026-02-08 17:50:23
Saigonbank,6.3,2026-02-08 17:52:31,2026-02-08 17:50:23
SCB,3.7,2026-02-08 17:52:31,2026-02-08 17:50:23
SeABank,4.5,2026-02-08 17:52:31,2026-02-08 17:50:23
VCBNeo,5.3,2026-02-08 17:52:31,2026-02-08 17:50:23
VietCapitalBank,6.45,2026-02-08 17:52:31,2026-02-08 17:50:23
Vietcombank,4.6,2026-02-08 17:52:31,2026-02-08 17:50:23
VietinBank,5.2,2026-02-08 17:52:31,2026-02-08 17:50:23
VPBank,5.8,2026-02-08 17:52:31,2026-02-08 17:50:23
VRB,6.2,2026-02-08 17:52:31,2026-02-08 17:50:23
Agribank,4.7,2026-02-08 18:13:42,2026-02-08 18:10:23
Bắc Á,6.85,2026-02-08 18:13:42,2026-02-08 18:10:23
Bảo Việt,5.8,2026-02-08 18:13:42,2026-02-08 18:10:23
BIDV,5.2,2026-02-08 18:13:42,2026-02-08 18:10:23
GPBank,5.2,2026-02-08 18:13:42,2026-02-08 18:10:23
Hong Leong,4.6,2026-02-08 18:13:42,2026-02-08 18:10:23
Indovina,5.8,2026-02-08 18:13:42,2026-02-08 18:10:23
Kiên Long,5.5,2026-02-08 18:13:42,2026-02-08 18:10:23
MSB,5.3,2026-02-08 18:13:42,2026-02-08 18:10:23
MB,4.85,2026-02-08 18:13:42,2026-02-08 18:10:23
OCB,6.5,2026-02-08 18:13:42,2026-02-08 18:10:23
oceanbank,5.7,2026-02-08 18:13:42,2026-02-08 18:10:23
PGBank,7.2,2026-02-08 18:13:42,2026-02-08 18:10:23
PublicBank,6.2,2026-02-08 18:13:42,2026-02-08 18:10:23
PVcomBank,9.0,2026-02-08 18:13:42,2026-02-08 18:10:23
Saigonbank,6.3,2026-02-08 18:13:42,2026-02-08 18:10:23
SCB,3.7,2026-02-08 18:13:42,2026-02-08 18:10:23
SeABank,4.5,2026-02-08 18:13:42,2026-02-08 18:10:23
VCBNeo,5.3,2026-02-08 18:13:42,2026-02-08 18:10:23
VietCapitalBank,6.45,2026-02-08 18:13:42,2026-02-08 18:10:23
Vietcombank,4.6,2026-02-08 18:13:42,2026-02-08 18:10:23
VietinBank,5.2,2026-02-08 18:13:42,2026-02-08 18:10:23
VPBank,5.8,2026-02-08 18:13:42,2026-02-08 18:10:23
VRB,6.2,2026-02-08 18:13:42,2026-02-08 18:10:23
Agribank,4.7,2026-02-08 18:42:25,2026-02-08 18:40:23
Bắc Á,6.85,2026-02-08 18:42:25,2026-02-08 18:40:23
Bảo Việt,5.8,2026-02-08 18:42:25,2026-02-08 18:40:23
BIDV,5.2,2026-02-08 18:42:25,2026-02-08 18:40:23
GPBank,5.2,2026-02-08 18:42:25,2026-02-08 18:40:23
Hong Leong,4.6,2026-02-08 18:42:25,2026-02-08 18:40:23
Indovina,5.8,2026-02-08 18:42:25,2026-02-08 18:40:23
Kiên Long,5.5,2026-02-08 18:42:25,2026-02-08 18:40:23
MSB,5.3,2026-02-08 18:42:25,2026-02-08 18:40:23
